MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Tools & Hardware,Measuring & Layout,Levels & Lasers,,GCL165-42GL,GCL165--42GL Cross Line Laser,,,,Robt Bosch Tool Corp (6564),Robt Bosch Tool Corp,,,GCL165-42GL,,Tools & Hardware>Hand Tools>Measuring & Layout Tools>Laser Levels,"Robt Bosch Tool Corp, Laser, GCL165-42GL",CROSS LINE LASER,Laser GCL165-42GL,Laser GCL165-42GL. High performance industrial and commercial grade laser designed for professional applications.,Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Measuring & Layout,Levels & Lasers,,DW08802CG,DW08802CG Dewalt Laser Green - Self-Level Cross Line,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DW08802CG,,Tools & Hardware>Hand Tools>Measuring & Layout Tools>Laser Levels,"Black & Decker/dewlt, DEWALT, Laser, DW08802CG",DEWALT LASER GREEN - SELF-LEVEL CROSS LINE,DEWALT Laser DW08802CG,DEWALT Laser DW08802CG. High performance industrial and commercial grade laser designed for professional applications.,DEWALT Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Measuring & Layout,Levels & Lasers,,DW088CG,DW088CG Dewalt Laser - Green Cross Line,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DW088CG,,Tools & Hardware>Hand Tools>Measuring & Layout Tools>Laser Levels,"Black & Decker/dewlt, DEWALT, Laser, DW088CG",DEWALT LASER - GREEN CROSS LINE,DEWALT Laser DW088CG,DEWALT Laser DW088CG. High performance industrial and commercial grade laser designed for professional applications.,DEWALT Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Measuring & Layout,Levels & Lasers,,DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DW089CG,,Tools & Hardware>Hand Tools>Measuring & Layout Tools>Laser Levels,"Black & Decker/dewlt, DEWALT, Range, DW089CG",DEWALT LASER LEVEL - 3 LINE 30FT RANGE,DEWALT Range DW089CG,DEWALT Range DW089CG. High performance industrial and commercial grade range designed for professional applications.,DEWALT Range,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Measuring & Layout,Levels & Lasers,,DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DCLE34520GB,,Tools & Hardware>Hand Tools>Measuring & Layout Tools>Laser Levels,"Black & Decker/dewlt, DEWALT, Laser, DCLE34520GB",DEWALT LASER 20V - CROSS LINE 5 SPOT (BARE),DEWALT Laser DCLE34520GB,DEWALT Laser DCLE34520GB. High performance industrial and commercial grade laser designed for professional applications.,DEWALT Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Measuring & Layout,Levels & Lasers,,DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DCLE34031B,,Tools & Hardware>Hand Tools>Measuring & Layout Tools>Laser Levels,"Black & Decker/dewlt, DEWALT, Laser, DCLE34031B",DEWALT LINE LASER - 20V SELF-LEVELING (BARE),DEWALT Laser DCLE34031B,DEWALT Laser DCLE34031B. High performance industrial and commercial grade laser designed for professional applications.,DEWALT Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Measuring & Layout,Levels & Lasers,,DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DW0822CG,,Tools & Hardware>Hand Tools>Measuring & Layout Tools>Laser Levels,"Black & Decker/dewlt, DEWALT, Laser, DW0822CG",DEWALT CROSS LINE - PLUMB SPOTS LASER-GREEN,DEWALT Laser DW0822CG,DEWALT Laser DW0822CG. High performance industrial and commercial grade laser designed for professional applications.,DEWALT Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Kits,,25459,25459 Mason Line Brd Orange - 500',,,,U S Tape Company (6694),U S Tape Company,,,25459,,Building Materials>Decking & Porch>Railing Kits & Balusters,"U S Tape Company, 25459 Mason Line Brd Orange - 500', 25459",MASON LINE BRD ORANGE - 500',25459 Mason Line Brd Orange - 500' 25459,25459 Mason Line Brd Orange - 500' 25459. High performance industrial and commercial grade 25459 mason line brd orange - 500' designed for professional applications.,25459 Mason Line Brd Orange - 500',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Fittings & Conduit,Cord Grips & Connectors,,35459,35459 Mason Line Brd Orange - 500' Replacement,,,,U S Tape Company (6694),U S Tape Company,,,35459,,Electrical>Conduit & Fittings>Cord Grips & Connectors,"U S Tape Company, 35459 Mason Line Brd Orange - 500' Replacement, 35459",MASON LINE BRD ORANGE - 500' REPLACEMENT,35459 Mason Line Brd Orange - 500' Replacement 35459,35459 Mason Line Brd Orange - 500' Replacement 35459. High performance industrial and commercial grade 35459 mason line brd orange - 500' replacement designed for professional applications.,35459 Mason Line Brd Orange - 500' Replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Kits,,25759,25759 Mason Line Brd Orange - 1000',,,,U S Tape Company (6694),U S Tape Company,,,25759,,Building Materials>Decking & Porch>Railing Kits & Balusters,"U S Tape Company, 25759 Mason Line Brd Orange - 1000', 25759",MASON LINE BRD ORANGE - 1000',25759 Mason Line Brd Orange - 1000' 25759,25759 Mason Line Brd Orange - 1000' 25759. High performance industrial and commercial grade 25759 mason line brd orange - 1000' designed for professional applications.,25759 Mason Line Brd Orange - 1000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Fittings & Conduit,Cord Grips & Connectors,,35112,35112 Mason Line Twist Yellow - 270',,,,U S Tape Company (6694),U S Tape Company,,,35112,,Electrical>Conduit & Fittings>Cord Grips & Connectors,"U S Tape Company, 35112 Mason Line Twist Yellow - 270', 35112",MASON LINE TWIST YELLOW - 270',35112 Mason Line Twist Yellow - 270' 35112,35112 Mason Line Twist Yellow - 270' 35112. High performance industrial and commercial grade 35112 mason line twist yellow - 270' designed for professional applications.,35112 Mason Line Twist Yellow - 270',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Fittings & Conduit,Cord Grips & Connectors,,35115,35115 Mason Line Twist Green - 270',,,,U S Tape Company (6694),U S Tape Company,,,35115,,Electrical>Conduit & Fittings>Cord Grips & Connectors,"U S Tape Company, 35115 Mason Line Twist Green - 270', 35115",MASON LINE TWIST GREEN - 270',35115 Mason Line Twist Green - 270' 35115,35115 Mason Line Twist Green - 270' 35115. High performance industrial and commercial grade 35115 mason line twist green - 270' designed for professional applications.,35115 Mason Line Twist Green - 270',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Fittings & Conduit,Cord Grips & Connectors,,25168,25168 Mason Line Brd Green - 250',CENTURY COMPONENTS,,,U S Tape Company (6694),U S Tape Company,CENTURY COMPONENTS,,25168,,Electrical>Conduit & Fittings>Cord Grips & Connectors,"U S Tape Company, CENTURY COMPONENTS, 25168 Mason Line Brd Green - 250', 25168",MASON LINE BRD GREEN - 250',CENTURY COMPONENTS 25168 Mason Line Brd Green - 250' 25168,CENTURY COMPONENTS 25168 Mason Line Brd Green - 250' 25168. High performance industrial and commercial grade 25168 mason line brd green - 250' designed for professional applications.,CENTURY COMPONENTS 25168 Mason Line Brd Green - 250',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Fittings & Conduit,Cord Grips & Connectors,,35468,35468 Mason Line Brd Green - 500' Replacement,,,,U S Tape Company (6694),U S Tape Company,,,35468,,Electrical>Conduit & Fittings>Cord Grips & Connectors,"U S Tape Company, 35468 Mason Line Brd Green - 500' Replacement, 35468",MASON LINE BRD GREEN - 500' REPLACEMENT,35468 Mason Line Brd Green - 500' Replacement 35468,35468 Mason Line Brd Green - 500' Replacement 35468. High performance industrial and commercial grade 35468 mason line brd green - 500' replacement designed for professional applications.,35468 Mason Line Brd Green - 500' Replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Fittings & Conduit,Cord Grips & Connectors,,35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement,,,,U S Tape Company (6694),U S Tape Company,,,35494,,Electrical>Conduit & Fittings>Cord Grips & Connectors,"U S Tape Company, 35494 Mason Line Brd Blk/Yellw - 500' Replacement, 35494",MASON LINE BRD BLK/YELLW - 500' REPLACEMENT,35494 Mason Line Brd Blk/Yellw - 500' Replacement 35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement 35494. High performance industrial and commercial grade 35494 mason line brd blk/yellw - 500' replacement designed for professional applications.,35494 Mason Line Brd Blk/Yellw - 500' Replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting & Ceiling Fans,Indoor Lighting,Chandeliers & Pendants,,MLSQ0120,"MLSQ0120 Milw 12"" RafterSquare",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,MLSQ0120,,Lighting & Electrical>Light Fixtures>Chandeliers & Pendants,"Milwaukee Accessory, Milwaukee, MLSQ0120 Milw 12"" RafterSquare, MLSQ0120","MILW 12"" RAFTERSQUARE","Milwaukee MLSQ0120 Milw 12"" RafterSquare MLSQ0120","Milwaukee MLSQ0120 Milw 12"" RafterSquare MLSQ0120. High performance industrial and commercial grade mlsq0120 milw 12"" raftersquare designed for professional applications.","Milwaukee MLSQ0120 Milw 12"" RafterSquare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting & Ceiling Fans,Indoor Lighting,Chandeliers & Pendants,,MLSQ1120,MLSQ1120 Milw 300mm Rafter - Square (Metric),,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,MLSQ1120,,Lighting & Electrical>Light Fixtures>Chandeliers & Pendants,"Milwaukee Accessory, Milwaukee, MLSQ1120 Milw 300mm Rafter - Square (Metric), MLSQ1120",MILW 300MM RAFTER - SQUARE (METRIC),Milwaukee MLSQ1120 Milw 300mm Rafter - Square (Metric) MLSQ1120,Milwaukee MLSQ1120 Milw 300mm Rafter - Square (Metric) MLSQ1120. High performance industrial and commercial grade mlsq1120 milw 300mm rafter - square (metric) designed for professional applications.,Milwaukee MLSQ1120 Milw 300mm Rafter - Square (Metric),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Power Tools,Saws & Blades,,55227,"55227 Amana Countersink/Stop 1/8"" Drill TB",,,,Amana Tool Corp (AMATO),Amana Tool Corp,,,55227,,Tools & Hardware>Power Tools>Power Saws,"Amana Tool Corp, Drill, 55227","AMANA COUNTERSINK/STOP 1/8"" DRILL TB",Drill 55227,Drill 55227. High performance industrial and commercial grade drill designed for professional applications.,Drill,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Fittings & Conduit,Cord Grips & Connectors,,37300952,"095842 Fisch Plug Cutter 3/8""",,,,-,,,,37300952,,Electrical>Conduit & Fittings>Cord Grips & Connectors,"095842 Fisch Plug Cutter 3/8"", 37300952","FISCH PLUG CUTTER 3/8""","095842 Fisch Plug Cutter 3/8"" 37300952","095842 Fisch Plug Cutter 3/8"" 37300952. High performance industrial and commercial grade 095842 fisch plug cutter 3/8"" designed for professional applications.","095842 Fisch Plug Cutter 3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Power Tools,Saws & Blades,,6008,6008 Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,,,6008,,Tools & Hardware>Power Tools>Power Saws,"Whiteside Machine & Repair Co, Router, 6008",WHITESIDE ROUTER BIT,Router 6008,Router 6008. High performance industrial and commercial grade router designed for professional applications.,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Hardware,Power Tools,Saws & Blades,,6009,6009 Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,,,6009,,Tools & Hardware>Power Tools>Power Saws,"Whiteside Machine & Repair Co, Router, 6009",WHITESIDE ROUTER BIT,Router 6009,Router 6009. High performance industrial and commercial grade router designed for professional applications.,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
